Song,Lyrics
Take You Back,The hell do I do with all these receipts?
Take You Back,Every moment that I ever spent on you
Take You Back,Shoulda just bought a new pair of shoes
Take You Back,"I wanna take you back, take you back, oh"
Take You Back,"I wanna put you back, put you back where I found you"
Take You Back,"I wanna take you back, take you back, I"
Take You Back,"I wanna put you back, put you back where I found you"
Take You Back,"If it ain't broke, don't fix it"
Take You Back,"If it is broke, then go get rid of it, rid of it"
Take You Back,"If it ain't broke, don't fix it"
Take You Back,"If it is broke, then go get rid of it, say it again "
Take You Back,"If it ain't broke, don't fix it"
Take You Back,"If it is broke, then go get rid of it, rid of it"
Take You Back,"If it ain't broke, don't fix it"
Take You Back,"If it is broke, then go get rid of it, say it again"
Take You Back,"I wanna take you back, take you back, oh "
Take You Back,"I wanna put you back, put you back where I found you"
Take You Back,"I wanna take you back, take you back, I"
Take You Back,"I wanna put you back, put you back where I found you"
Take You Back,I wanna put you back where I found you
Take You Back,Back to where you came from
Take You Back,"No, no, no, no, no, oh hey "
Take You Back,"I wanna take you back, oh no "
Take You Back,"Ah-la-la-la-la, ah-na-na-na-na-na"
Well Be The Stars,"We are young, we are gold"
Well Be The Stars,Trying things we didn't know
Well Be The Stars,Looking at the sky
Well Be The Stars,See it come alive
Well Be The Stars,All our fears became our hopes
Well Be The Stars,Climbed out every locked window
Well Be The Stars,We rode a lion's mane
Well Be The Stars,And fell upon the rain
Well Be The Stars,We can reach the constellations
Well Be The Stars,"Trust me, all our dreams are breaking out"
Well Be The Stars,"No, we're never gonna turn to dust"
Well Be The Stars,"Yeah, all we really need is us"
Well Be The Stars,Don't be scared to close your eyes
Well Be The Stars,"No, we're never gonna die"
Well Be The Stars,"We'll be the stars, oh"
Well Be The Stars,"No, we're never gonna step too far"
Well Be The Stars,"Yeah, we're holding on to who we are"
Well Be The Stars,When it's time to close our eyes
Well Be The Stars,They will see us in the sky
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,"Let me in, hold me close"
Well Be The Stars,Fill my heart with simple notes
Well Be The Stars,So when it's hard to see
Well Be The Stars,They are there reminding me
Well Be The Stars,Take my breath and hold me high
Well Be The Stars,So I can feel the city lights
Well Be The Stars,Glowing under me
Well Be The Stars,"It's in our reach, we're breaking out"
Well Be The Stars,"No, we're never gonna turn to dust"
Well Be The Stars,"Yeah, all we really need is us"
Well Be The Stars,Don't be scared to close your eyes
Well Be The Stars,"No, we're never gonna die"
Well Be The Stars,"We'll be the stars, oh"
Well Be The Stars,"No, we're never gonna step too far"
Well Be The Stars,"Yeah, we're holding on to who we are"
Well Be The Stars,When it's time to close our eyes
Well Be The Stars,They will see us in the sky
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,We can reach the constellations
Well Be The Stars,"Trust me, all our dreams are breaking out"
Well Be The Stars,"No, we're never gonna turn to dust"
Well Be The Stars,All we really need is us
Well Be The Stars,"We'll be the stars, oh"
Well Be The Stars,"No, we're never gonna step too far"
Well Be The Stars,"Yeah, we're holding on to who we are"
Well Be The Stars,When it's time to close our eyes
Well Be The Stars,They will see us in the sky
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,We'll be the stars
Well Be The Stars,"Woah, we'll be the stars"
No Words,"No words, no words, no words"
No Words,When everything is quiet
No Words,Nothing on the tip of your tongue
No Words,But a beautiful silence
No Words,And it lets me know
No Words,That even in the madness
No Words,When everything just seems to go wrong
No Words,Take a beautiful silence
No Words,'Cause it lets me know
No Words,Ribs are a cage of a wild heart
No Words,I can hear your heart beatin' in the bars
No Words,"Beatin' in the bars, beatin' in the bars"
No Words,Ribs are a cage of a wild heart
No Words,I can hear your heart beatin' in the bars
No Words,"Beatin' in the bars, beatin' in the bars"
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,And the world is tryin' to beat you down
No Words,"Beat you down, beat you down"
No Words,We could keep it quiet
No Words,Leave it on the tip of your tongue
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,When I'm in the darkness
No Words,The dawn is having you by my side
No Words,'Cause you leave me speechless
No Words,And it lets me know
No Words,Where nobody can hear us
No Words,I'll tell you everything with my eyes
No Words,'Cause you leave me speechless
No Words,And I think you know
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,And the world is tryin' to beat you down
No Words,"Beat you down, beat you down"
No Words,We could keep it quiet
No Words,Leave it on the tip of your tongue
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,"No words, no words, no words"
No Words,We need
No Words,"No words, no words, no words"
No Words,Hear me
No Words,"No words, no words, no words"
No Words,Baby
No Words,"No words, no words, no words"
No Words,"No, no, no"
No Words,No words
No Words,"No, no"
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,And the world is tryin' to beat you down
No Words,"Beat you down, beat you down"
No Words,We could keep it quiet
No Words,Leave it on the tip of your tongue 
No Words,When everything is up and down
No Words,"Up and down, up and down"
No Words,"No words, no words, no words"
No Words,We need
No Words,"No words, no words, no words"
No Words,Hear me
No Words,"No words, no words, no words"
No Words,Baby
No Words,"No words, no words, no words"
No Words,Ribs are a cage of a wild heart
No Words,I can hear your heart beatin' in the bars
No Words,"Beatin' in the bars, beatin' in the bars"
No Words,Ribs are a cage of a wild heart 
No Words,I can hear your heart beatin' in the bars
No Words,"Beatin' in the bars, beatin' in the bars"
No Words,"Baby, no words, no words, no words"
All We Have Is Love,They could tear this house down brick by brick
All We Have Is Love,But we won't even miss a thing
All We Have Is Love,"They said we'd never make it, but our hearts won't quit"
All We Have Is Love,A never-ending fantasy
All We Have Is Love,"We could be royalty, king and queen of nowhere"
All We Have Is Love,"Lose it all, everything"
All We Have Is Love,"As long as we got you and I, you and me"
All We Have Is Love,They can tear this whole house down
All We Have Is Love,All we have is love
All We Have Is Love,All we have is love
All We Have Is Love,"All we have is love, na"
All We Have Is Love,When shadows and demons are chasin'
All We Have Is Love,There's no way that our hearts will be breakin'
All We Have Is Love,"'Cause all we have is love, na"
All We Have Is Love,We don't need a dream to be wide awake
All We Have Is Love,When every day is ecstasy
All We Have Is Love,"We won't let the stars cross, change our fate"
All We Have Is Love,It's heaven when you're next to me
All We Have Is Love,"We could be royalty, king and queen of nowhere"
All We Have Is Love,"Lose it all, everything"
All We Have Is Love,"As long as we got you and I, you and me"
All We Have Is Love,They can tear this whole house down
All We Have Is Love,All we have is love
All We Have Is Love,All we have is love
All We Have Is Love,"All we have is love, na"
All We Have Is Love,When shadows and demons are chasin'
All We Have Is Love,There's no way that our hearts will be breakin'
All We Have Is Love,"'Cause all we have is love, na"
All We Have Is Love,They could tear this house down brick by brick
All We Have Is Love,But we won't even miss a thing
All We Have Is Love,"They said we'd never make it, but our hearts won't quit"
All We Have Is Love,A never-ending fantasy
All We Have Is Love,All we have is love
All We Have Is Love,All we have is love
All We Have Is Love,"All we have is love, na"
All We Have Is Love,When shadows and demons are chasin'
All We Have Is Love,There's no way that our hearts will be breakin'
All We Have Is Love,'Cause all we have is love
All We Have Is Love,'Cause all we have is love
All We Have Is Love,"'Cause all we have is love, na"
Mirage,"They said, ""You can't wear Giamba"
Mirage,"Baby, you gotta pay"""
Mirage,"Well, then we got a problem, problem"
Mirage,"""And there's a party at midnight at the top of the hill"
Mirage,"But you gotta be someone, someone"""
Mirage,And every face is a hologram
Mirage,We're all caught in a dream
Mirage,We're all caught in a dream
Mirage,And everyone plays so innocent
Mirage,"It's all part of the scene, oh"
Mirage,Is it just a mirage?
Mirage,All these Hollywood gods
Mirage,And everything that we've got
Mirage,Is it just a mirage?
Mirage,And we just go through the motions
Mirage,"Yeah, we lock 'em inside"
Mirage,"Don't show any emotion, emotion"
Mirage,And everybody's been talking
Mirage,Believe it or not
Mirage,"But you don't gotta listen, listen"
Mirage,And every face is a hologram
Mirage,We're all caught in a dream
Mirage,We're all caught in a dream
Mirage,And everyone plays so innocent
Mirage,"It's all part of the scene, oh"
Mirage,Is it just a mirage?
Mirage,All these Hollywood gods
Mirage,And everything that we've got
Mirage,Is it just a mirage?
Mirage,"Is it real, is it real or not?"
Mirage,"Is it real, everything we've got?"
Mirage,I don't know
Mirage,"And is it real, is it real or not?"
Mirage,"Is it real, everything we've got? Ooh"
Mirage,Or is it just a mirage? 
Mirage,All these Hollywood gods 
Mirage,And everything that we've got 
Mirage,Is it just a mirage?
Mirage,Is it just a mirage?
The Middle Of Starting Over,"Oh, oh"
The Middle Of Starting Over,"Oh, oh"
The Middle Of Starting Over,Cast out to sea
The Middle Of Starting Over,Drifting with the tide
The Middle Of Starting Over,And no way of finding me
The Middle Of Starting Over,Now that I'm free
The Middle Of Starting Over,Nothing but blue skies
The Middle Of Starting Over,Paradise in front of me
The Middle Of Starting Over,Awake from this dream
The Middle Of Starting Over,I hold my breath and just believe
The Middle Of Starting Over,"Tired of all the troubles, they've been wasting my time"
The Middle Of Starting Over,"I don't wanna fight, gonna leave it behind"
The Middle Of Starting Over,"Take it on faith, now I'm ready to fly"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Back to the beginning, gonna hit rewind"
The Middle Of Starting Over,"Chance to do it over, get it right this time"
The Middle Of Starting Over,"Life gives you pennies, turn 'em into dimes"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Oh, oh"
The Middle Of Starting Over,"Oh, oh"
The Middle Of Starting Over,Alone in a room
The Middle Of Starting Over,Tearing down the walls
The Middle Of Starting Over,Painting over scars and bruises
The Middle Of Starting Over,Now this is home
The Middle Of Starting Over,Fill it up with love
The Middle Of Starting Over,"And make the best of something new, yeah"
The Middle Of Starting Over,As hard as it seems
The Middle Of Starting Over,I hold my breath and just believe
The Middle Of Starting Over,"Tired of all the troubles, they've been wasting my time"
The Middle Of Starting Over,"I don't wanna fight, gonna leave it behind"
The Middle Of Starting Over,"Take it on faith, now I'm ready to fly"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Back to the beginning, gonna hit rewind"
The Middle Of Starting Over,"Chance to do it over, get it right this time"
The Middle Of Starting Over,"Life gives you pennies, turn 'em into dimes"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,The colors and the stars seem a little brighter
The Middle Of Starting Over,Tomorrow isn't far away 
The Middle Of Starting Over,Through the hardest part
The Middle Of Starting Over,I'm working towards a happy ending
The Middle Of Starting Over,"Tired of all the troubles, they've been wasting my time"
The Middle Of Starting Over,"I don't wanna fight, gonna leave it behind"
The Middle Of Starting Over,"Take it on fate, now I'm ready to fly"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Back to the beginning, gonna hit rewind"
The Middle Of Starting Over,"Chance to do it over, get it right this time"
The Middle Of Starting Over,"Life gives you pennies, turn 'em into dimes"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Tired of all the troubles, they've been wasting my time"
The Middle Of Starting Over,"I don't wanna fight, gonna leave it behind"
The Middle Of Starting Over,"Take it on faith, now I'm ready to fly"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Back to the beginning, gonna hit rewind"
The Middle Of Starting Over,"Chance to do it over, get it right this time"
The Middle Of Starting Over,"Life gives you pennies, turn 'em into dimes"
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,I'm in the middle of starting over
The Middle Of Starting Over,"Oh, oh"
The Middle Of Starting Over,"Oh, oh"
White Xmas,I'm dreamin' of a white Christmas
White Xmas,Just like the ones I used to know
White Xmas,Where the treetops glisten and children listen
White Xmas,"To hear sleigh bells in the snow, mmm"
White Xmas,"Da-da-da-dum, da-da, da-da-dum"
White Xmas,"Da-da-da-dum, da-da, da-da-dum"
White Xmas,I said
White Xmas,I'm dreamin' of a white Christmas
White Xmas,"With every Christmas card I write, oh-oh"
White Xmas,"May your days, may your days, may your days be merry and bright"
White Xmas,And may all  your  Christmases be 
White Xmas,White 
White Xmas,"Da-da-da, oh"
White Xmas,'Cause I'm dreamin' of a white Christmas
White Xmas,Just like the ones I used to know
White Xmas,"May your days, may your days, may your days be merry and bright"
White Xmas,And may all your Christmases be white
White Xmas,"Jingle bells, the jingle bеlls"
White Xmas,Jingle all the way
White Xmas,Ooh
Espresso Espressooooo Version,"Now he's thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,"Move it up, down, left, right, oh"
Espresso Espressooooo Version,Switch it up like Nintendo
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,I can't relate to desperation
Espresso Espressooooo Version,My give-a-fucks are on vacation
Espresso Espressooooo Version,And I got this one boy and he won't stop calling
Espresso Espressooooo Version,"When they act this way, I know I got 'em"
Espresso Espressooooo Version, Too bad your ex don't do it for ya
Espresso Espressooooo Version, Walked in and dream-came-trued it for ya
Espresso Espressooooo Version, Soft skin and I perfumed it for ya
Espresso Espressooooo Version, I know I Mountain Dew it for ya
Espresso Espressooooo Version," That morning coffee, brewed it for ya"
Espresso Espressooooo Version, One touch and I brand-newed it for ya 
Espresso Espressooooo Version,"And now he's thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,"Move it up, down, left, right, oh"
Espresso Espressooooo Version,Switch it up like Nintendo
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,Holy shit
Espresso Espressooooo Version,Is it that sweet? I guess so 
Espresso Espressooooo Version,I'm working late 'cause I'm a singer
Espresso Espressooooo Version,"Oh, he looks so cute wrapped 'round my finger"
Espresso Espressooooo Version,My twisted humor make him laugh so often
Espresso Espressooooo Version,"My honeybee, come and get this pollen"
Espresso Espressooooo Version, Too bad your ex don't do it for ya
Espresso Espressooooo Version, Walked in and dream-came-trued it for ya
Espresso Espressooooo Version, Soft skin and I perfumed it for ya 
Espresso Espressooooo Version, I know I Mountain Dew it for ya
Espresso Espressooooo Version," That morning coffee, brewed it for ya"
Espresso Espressooooo Version, One touch and I brand-newed it for ya 
Espresso Espressooooo Version,"Now he's thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,"Move it up, down, left, right, oh"
Espresso Espressooooo Version,Switch it up like Nintendo
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso 
Espresso Espressooooo Version,"Thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so 
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso 
Espresso Espressooooo Version,"Move it up, down, left, right, oh "
Espresso Espressooooo Version,Switch it up like Nintendo 
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,"Now he's thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,"Move it up, down, left, right, oh"
Espresso Espressooooo Version,Switch it up like Nintendo
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso 
Espresso Espressooooo Version,"Thinkin' 'bout me every night, oh"
Espresso Espressooooo Version,Is it that sweet? I guess so 
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso 
Espresso Espressooooo Version,"Move it up, down, left, right, oh "
Espresso Espressooooo Version,Switch it up like Nintendo 
Espresso Espressooooo Version,"Say you can't sleep, baby, I know"
Espresso Espressooooo Version,That's that me espresso
Espresso Espressooooo Version,Is it that sweet? I guess so
Espresso Espressooooo Version,"Mm, that's that me espresso"
Please Please Please Sped Up,"I know I have good judgment, I know I have good taste"
Please Please Please Sped Up,It's funny and it's ironic that only I feel that way
Please Please Please Sped Up,I promise 'em that you're different and everyone makes mistakes
Please Please Please Sped Up,But just don't
Please Please Please Sped Up,"I heard that you're an actor, so act like a stand-up guy"
Please Please Please Sped Up,"Whatever devil's inside you, don't let him out tonight"
Please Please Please Sped Up,I tell them it's just your culture and everyone rolls their eyes
Please Please Please Sped Up,"Yeah, I know"
Please Please Please Sped Up,"All I'm asking, baby"
Please Please Please Sped Up,"Please, please, please"
Please Please Please Sped Up,Don't prove I'm right
Please Please Please Sped Up,"And please, pleasе, please"
Please Please Please Sped Up,Don't bring me to tеars when I just did my makeup so nice
Please Please Please Sped Up,"Heartbreak is one thing, my ego's another"
Please Please Please Sped Up,"I beg you, don't embarrass me, motherfucker, oh"
Please Please Please Sped Up,"Please, please, please "
Please Please Please Sped Up,"Well, I have a fun idea, babe , maybe just stay inside"
Please Please Please Sped Up,"I know you're cravin' some fresh air, but the ceiling fan is so nice "
Please Please Please Sped Up,And we could live so happily if no one knows that you're with me
Please Please Please Sped Up,"I'm just kidding, but really , really, really"
Please Please Please Sped Up,"Please, please, please "
Please Please Please Sped Up,Don't prove I'm right
Please Please Please Sped Up,"And please, please, please"
Please Please Please Sped Up,Don't bring me to tears when I just did my makeup so nice
Please Please Please Sped Up,"Heartbreak is one thing , my ego's another "
Please Please Please Sped Up,"I beg you, don't embarrass me, motherfucker, oh"
Please Please Please Sped Up,"Please, please, please "
Please Please Please Sped Up,If you wanna go and be stupid
Please Please Please Sped Up,Don't do it in front of me
Please Please Please Sped Up,If you don't wanna cry to my music
Please Please Please Sped Up,Don't make me hate you prolifically
Please Please Please Sped Up,"Please, please, please "
Please Please Please Sped Up,"Please, please, please "
Please Please Please Sped Up,"Please , please , please"
Dont Want It Back,You are the voice inside my mind
Dont Want It Back,Something so real is hard to find
Dont Want It Back,"I know, I know "
Dont Want It Back,"I know, I know "
Dont Want It Back,"I'll hold you tight, remove the air"
Dont Want It Back,"No space between, I want you here"
Dont Want It Back,"I know, I know "
Dont Want It Back,"Baby, you're home"
Dont Want It Back,"Headfirst, I dive"
Dont Want It Back,Won't wait for time
Dont Want It Back,We're livin' for tonight
Dont Want It Back,You give me a reason
Dont Want It Back,To feel what I feel
Dont Want It Back,When everything is under attack
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,You might be the answer
Dont Want It Back,To all of my fears
Dont Want It Back,When everything is under attack
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,This moment can't be washed away
Dont Want It Back,A part of you's a part of me
Dont Want It Back,"I know, I know "
Dont Want It Back,"I know, I know "
Dont Want It Back,This love we have will never end
Dont Want It Back,"We're circles, we begin again"
Dont Want It Back,"I know, I know"
Dont Want It Back,"Baby, I'm home"
Dont Want It Back,"Headfirst, I dive"
Dont Want It Back,"Won't wait for time, no"
Dont Want It Back,"We're livin' for tonight, oh"
Dont Want It Back,You give me a reason 
Dont Want It Back,To feel what I feel 
Dont Want It Back,When everything is under attack 
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,You might be the answer
Dont Want It Back,To all of my fears 
Dont Want It Back,When everything is under attack
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,You give me a reason 
Dont Want It Back,You give me a feeling 
Dont Want It Back,And all of the things you're givin' to me
Dont Want It Back,"You're givin' to me, baby"
Dont Want It Back,You give me a reason
Dont Want It Back,To feel what I feel 
Dont Want It Back,When everything is under attack 
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,You might be the answer 
Dont Want It Back,To all of my fears 
Dont Want It Back,When everything is under attack
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,"Don't want it back, no, baby"
Dont Want It Back,"You got my heart, I don't want it back"
Dont Want It Back,"No, no, no, no, no, no"
Dont Want It Back,"You got my heart, I don't want it back"
Seamless,"Good morning, you're leaving"
Seamless,I'll see you in the evening
Seamless,My best friend 'til the end
Seamless,"My better half, no pretend"
Seamless,Our language is sacred
Seamless,Though people try to solve it
Seamless,New adventures on the way
Seamless,You and me together
Seamless,Take on the world forever
Seamless,I know all your secrets
Seamless,And I promise you I'm gonna keep them
Seamless,I'll be there when you are feeling clueless
Seamless,"You and me, oh yeah, we're seamless"
Seamless,"Woah-oh-oh-oh-oh, yeah"
Seamless,Woah-oh-oh-oh-oh-oh
Seamless,"We're klutzy, but so lucky"
Seamless,That I always have you to catch me
Seamless,We're partners in crime
Seamless,You're stuck with me your whole life
Seamless,"So different, out of our minds"
Seamless,From a planet that's hard to find
Seamless,Every second every day
Seamless,You and me together
Seamless,Take on the world forever
Seamless,I know all your secrets
Seamless,And I promise you I'm gonna keep them
Seamless,I'll be there when you are feeling clueless
Seamless,"You and me, oh yeah, we're seamless"
Seamless,You're right by my side whenever I need you
Seamless,"Through the hardest times, I'll be there for you"
Seamless,At the crack of dawn when the moon is gone
Seamless,I won't be hard to find
Seamless,"'Cause you and me, oh yeah, we're seamless"
Seamless,"Oh-oh-oh-oh-oh, yeah"
Seamless,"Oh, oh yeah"
Seamless,You and me together
Seamless,Take on the world forever
Seamless,I know all your secrets
Seamless,And I promise you I'm gonna keep them
Seamless,I'll be there when you are feeling clueless
Seamless,"You and me, oh yeah, we're seamless"
Seamless,"Woah-oh-oh-oh-oh, ah"
Seamless,Woah-oh-oh-oh-oh-oh
Space,Under pressure 
Space,"Questions all around, but there's no answers "
Space,"Try to keep my pace, they want it faster "
Space,"Records all around, they give me shelter, shelter "
Space,"Oh, no"
Space,"No need to hurry, no need to rush"
Space,"I tell them my story, it's never enough"
Space,I'm hiding from my shadows
Space,Running inside my dreams
Space,I know that you are watching
Space,You're right there watching me
Space,I need a taste of freedom
Space,I need some room to breathe
Space,But I know that you are watching
Space,You're right there watching me
Space,"So gimme a little, gimme a little, a little more space"
Space,"Just gimme a little, gimme a little "
Space,Satisfaction 
Space,"All we ever want, but I can't have it "
Space,"Scribbles on the page, they call it magic "
Space,"Makes me wanna be what you imagine, imagine"
Space,No
Space,No need to hurry 
Space,No need to rush 
Space,"I tell them my story, it's never enough"
Space,I'm hiding from my shadows
Space,Running inside my dreams
Space,I know that you are watching
Space,You're right there watching me
Space,I need a taste of freedom
Space,I need some room to breathe
Space,But I know that you are watching
Space,You're right there watching me
Space,"Gimme, gimme, gimme space"
Space,"Gimme, gimme, gimme space"
Space,"Gimme, gimme, gimme space "
Space,"Gimme, gimme, gimme space"
Space,Space
Space,I'm hiding from my shadows
Space,Running inside my dreams
Space,I know that you are watching
Space,You're right there watching me
Space,I need a taste of freedom
Space,I need some room to breathe 
Space,But I know that you are watching
Space,You're right there watching me 
Space,I'm hiding from my shadows
Space, 
Space,I know that you are watching 
Space,I need a taste of freedom 
Space,Gimme some room to breathe
Space,But I know that you are watching 
Space,You're right there watching me 
Space,Just give me some space
Space,Just give me some space
Space,A little more
Space,"Just give me some space, baby"
Too Young,"Big lights, people"
Too Young,Rushing to grow up before you know
Too Young,"Stop signs, denied"
Too Young,Everyone tells me I gotta go slow
Too Young,And it's gonna hurt sometimes
Too Young,No matter what you do
Too Young,But nothing can change my mind
Too Young,If I'm too young to fall in love
Too Young,Why do you keep runnin' through my brain?
Too Young,If I'm too young to know anything
Too Young,Then why do I know that I'm just not the same?
Too Young,"Don't tell me I won't, don't tell me I can't feel"
Too Young,What I'm feeling is real
Too Young,'Cause I'm not too young
Too Young,"Raindrops, deep thoughts"
Too Young,Pictures of you and me wherever I go
Too Young,"Laughing, running"
Too Young,To a place where nobody says no
Too Young,It's gonna hurt sometimes
Too Young,No matter what you do
Too Young,"But I've got to fall to fly, yeah"
Too Young,If I'm too young to fall in love
Too Young,Why do you keep runnin' through my brain?
Too Young,If I'm too young to know anything
Too Young,Then why do I know that I'm just not the same?
Too Young,"Don't tell me I won't, don't tell me I can't feel"
Too Young,What I'm feeling is real
Too Young,'Cause I'm not too young
Too Young,"'Cause I'm not too young, no"
Too Young,Yeah
Too Young,And if I'm too young to fall in love
Too Young,Why do you keep runnin' through my brain?
Too Young,And if I'm too young to know anything
Too Young,Then why do I know that I'm just not the same?
Too Young,"Don't tell me I won't, don't tell me I can't feel"
Too Young,What I'm feeling is real
Too Young,'Cause I'm not too young
Too Young,"'Cause I'm not too young, no"
Too Young,'Cause I'm not too young
Lie For Love,"I'm played out, it's late out"
Lie For Love,I'm really hoping you don't care
Lie For Love,This pent up momentum
Lie For Love,You're starting to become aware
Lie For Love,I had the upper hand
Lie For Love,"But I don't, I don't"
Lie For Love,"I know, I know, I don't"
Lie For Love,I had the upper hand
Lie For Love,"But I don't, I don't"
Lie For Love,"I know, I know, I don't"
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Lie For Love,"It's all there, it's not fair"
Lie For Love,Where will our hearts be when it's done?
Lie For Love,"When night falls, and you don't call"
Lie For Love,I'll stay up waiting for the sun
Lie For Love,I had the upper hand
Lie For Love,"But I don't, I don't"
Lie For Love,"I know, I know, I don't"
Lie For Love,I had the upper hand
Lie For Love,"But I don't, I don't"
Lie For Love,"I know, I know, I don't"
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Lie For Love,I had the upper hand
Lie For Love,"But I, I, I"
Lie For Love,I had the upper hand
Lie For Love,But I
Lie For Love,O-oh
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Lie For Love,We can't get too romantic
Lie For Love,Too busy running high and low
Lie For Love,I just don't understand it
Lie For Love,"Why I lie, why I lie for love"
Wife,"Ta-da-da-ta, ta-ta"
Wife,"I'm a grass-fed, free-range, non-GMO shit"
Wife,"Gluten-free, wagyu beef, au naturel bitch"
Wife,"You pick me up, you'll never wanna put me down"
Wife,I promise you that you'll be singing out loud
Wife,Happy birthday to you
Wife,"I'm the prize, baby, you can't lose"
Wife,"It's up to you, honey, you choose"
Wife,"I said, ""I'm right, all ready if you're ready for me,"" uh"
Wife,I eat food with my hands
Wife,Do the Cha-Cha when I dance
Wife,I'm no good at making plans 
Wife,"Fresh face, little waist"
Wife,I can put you in your place
Wife,"Freak in the sheets, at the movies, and back at your place"
Wife,You should thank God the heavens designed me
Wife,You noticin' it when you walk by me
Wife,"You say, ""What's that? It's rеally nice"
Wife,Wearin' this shit my whole lifе
Wife,"What's that material?"" Oh, yeah, it's wife"
Wife,"Da, da-da, yeah"
Wife,I'm a diamond and the facet
Wife,Hit your balance and your assets
Wife,Your friends kiss your accent
Wife,I'm a girl with many talents
Wife,"Your newest, baddest habit"
Wife,"When I leave, you wish you hadn't"
Wife,Happy birthday to you
Wife,"Say, I'm the prize, baby, you can't lose"
Wife,"It's up to you, honey, you choose"
Wife,"I said, ""I'm right, all ready if you're ready for me,"" uh"
Wife,I eat food with my hands
Wife,Do the Cha-Cha when I dance
Wife,I'm no good at making plans 
Wife,"Fresh face, little waist"
Wife,I can put you in your place
